record_id,source_row,Document,Topic_group
8b6c724a7dcbd8a0f1353f8a2fce98742ff194d67eacd97293b2cffb8c8ac2d1,760,visitor cards to be deactivated temporarily visitor cards va la ca va va visitor visitor visitor visitor visitor visitor visitor visitor visitor visitor visitor visitor,Access
24099026b53bef2847f2b2cbe6d25c1adc0e538dd9b58bfd0e19abeaae6d6240,761,reactivate access card va,Access
c0cf8e2ae11fa7c99c83ee3311a940f5442d9d0f8bbc8685e0cb9ce15107e46c,762,certificate expired for mantis support com re hi thanks did manage log regards pm re hi part by confirmed owner certificate renewed by relevant handling re certificate expired friday pm hi please identify owner let story required problem has form running regards,Hardware
6ca4162894900183dcc4ced1d00bd43f44da4dfd6c7244cc87cb8f99be549d54,763,new interns hardware allocation school of java en interns hardware allocation school hello please mote tickets assign queue individual allocations interns lost assets thank engineer ext,HR Support
9abc54d5af87f1b7acb91108c5e79a50f6fbaec8ed0b5b570b457450022e7528,764,installation installation hi think possible installed please creating process maps thank,Purchase
5a3b24ec119d1917cb145b5db6c82c7c26819b7069883efe98a53abbd3de9b5b,765,issue on issue hi please has running thanks analyst pl,Hardware
2b699671934e67798bf0cd59b17f8539322e4253b0f550065316bf5d0c4436a9,766,db backups for staging environment backups staging environment hello please log database backup core jobs databases wednesday please done rollback needed anyone by thanks best regards application engineer,Hardware
e448af2d07e16d61f7a5e41c602faba4a198f4497a5503c9ee3493f57520965a,767,weekend access and for the event weekend event hello contacting regards event want host building ground floor february event organized by about event date february short description event called weekend event supports stage entrepreneurship estimated participants registering by bought event friday pm arrive pm setup saturday pm important mention entire event member present supervise activity requests entrance event done door communicates directly main street accordance schedule door event over close door by key secured contestants log during event please let requests possible offer event organizers final regarding requests additional information hesitate thank communication specialist,Hardware
8001b0c42b0bb33dcb93cc24f75ed80c9b6732e5c295882b518252f5a6703b41,768,speed re speed please log assign thank tuesday speed hello please physical negotiates sh status port name status duplex speed type connected trunk thank best regards engineer please consider environment print,Hardware
746eb36054c0be24f54594c068fee944eb7a64c079617083408c37d36492646a,769,add to same hi regarding complain please pm same,Miscellaneous
603ce05d9cb9a62228a2b4b41c51e68af8e4fe1e37cb17971d5183b8ed78ac48,770,please access to for please hello please enable user thank best regards senior developer,HR Support
8ac74017badaabd80e34996a668aeae2fabc93605f7e7d0ceca0746852f9a17e,772,help on images help images hi dear please log he kind enough quickly help regards pm re hi sorry missed initial size double file properties help how guide he needs usual help due please help thanks pm re importance high hi must distribute cob today assist advise thanks mobility officer hi shortly previously requested images word document pasting unable view size please advise kind regards dear colleague denmark best joined position consultant based has years change experience started his strategy where he worked clients transform businesses he then joined mind gym where lead responsible selling designing multi change programmes likes years has running his own helping large simplify by killing unnecessary complexity working spends his supporting spurs improving average golf swing running odd marathon deciding which next thing delighted part appreciate help making him feel touch has approximately years experience total years work experience has degree has working accountant entering industry working he enjoys golf scuba diving good music delighted part appreciate help making him feel touch kind regards mobility officer,Hardware
0e636bfd81a54829d0b9a1ee27161d4bb956a6fe3985f22c341dd6d82b2b5112,773,printer th floor configuration printer floor hello please configuration printer floor assign proper please note printer turned connected details sub mask proceed close let further assist kind regards engineer ext re printer floor hi please move storage pm printer floor hello please advise old printer floor taken floor replaced public area please advise done old printer floor thank engineer ext printer floor hello please has installed therefore please redistribute old printer floor floor thank,HR Support
e031686b6b1b4260574ac017ac89c6fa9d90400e09140b5a85da4d8d216ef3c8,774,internal transfer transfer form hello please fill transfer form thank,HR Support
1f4d169a646c715e90bd6e28908b3cfa001946830f4b4bf1909250e96c53a039,776,sr stack issues notification sr stack issues hello please kind help out by by pm kindest regards leader tuesday re sr stack issues hi thanks how issues translate user impact thrown please ensure advise working rd party thank re sr stack issues hello issue experienced under reported users more less getting common did hear complaints lot users best regards engineer ext tuesday re sr stack issues hi guys issues meantime please again include thank sr stack issues yesterday senior engineer please consider environment print attach re sr stack issues hello kind reminder problem persist shall next logs stack link change switch stack stack port switch down stack link change switch stack stack port switch down redundancy standby lost standby processor fault peer present redundancy standby lost standby processor fault peer down redundancy standby lost standby processor fault peer redundancy change down session handle going down reason failure destroyed session destroyed neigh proc handle act dual neighbor down peer down notified chassis down event chassis gone down rf rf reload peer reload reason standby down redundancy peer lost active detected switch standby protocol interface port channel changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface port channel changed down link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down protocol interface changed down dual neighbor down expired channel channel event switch relay channel down destroyed session destroyed neigh proc handle act dual neighbor adjacency stack link change switch stack stack port switch stack link change switch stack stack port switch switch added switch stack switch has added stack switch added switch stack switch has added stack platform cable event switch stack cable removed channel channel event switch relay channel election elect active switch setting active switch relay elect switch port stack link change switch stack stack port switch down stack link change switch stack stack port switch down stack link change switch stack stack port switch stack link change switch stack stack port switch switch added switch stack switch has added stack switch added switch stack switch has added stack link interface changed link interface changed link interface changed link interface changed protocol interface changed link interface changed link interface changed protocol interface changed link interface changed protocol interface changed link interface changed protocol interface changed protocol interface changed protocol interface changed protocol interface changed platform pm inserted uplink module inserted switch slot protocol interface changed platform pm module inserted module inserted interface name platform pm module inserted module inserted interface name link interface changed link interface changed link interface changed link interface changed link interface changed link interface changed protocol interface changed protocol interface changed protocol interface changed protocol interface changed protocol interface changed link interface changed protocol interface changed link interface changed protocol interface changed link interface changed link interface changed link interface changed protocol interface changed link interface changed link interface changed link interface changed link interface changed protocol interface changed link interface changed protocol interface changed protocol interface changed protocol interface changed protocol interface changed protocol interface changed dual neighbor adjacency created session created neigh proc handle act protocol interface changed session handle going link interface port channel changed protocol interface changed protocol interface port channel changed dual neighbor down expired dual neighbor adjacency standby elected switch stack switch has elected standby redundancy peer active detected switch standby redundancy peer monitor event active detected standby insertion raw event peer found redundancy peer monitor event active detected standby insertion raw event peer redundancy change sync bulk succeed bulk sync succeeded rf rf terminal terminal reached senior engineer please consider environment print friday attach re sr stack issues hello changed cables issue resolved yet platform received chassis event become active channel channel event switch relay channel redundancy peer present redundancy peer down redundancy peer redundancy change platform became active ready switch primary after chassis confirmation election elect active switch setting active switch relay elect switch port platform received chassis event became active platform detail received chassis event became active switch primary count chassis down event chassis gone down logging host port started initiated logging host port started initiated console enable switch console type changed default link interface changed link interface changed protocol interface null changed link interface changed link interface changed down link interface changed down link interface changed down link interface changed down link interface changed down senior engineer please consider environment print tuesday attach sr stack issues hi doing well provide update anticipating valuable response note function program ensure timely response regards administrator work friday pm pm,Hardware
ffc130b68e1e7faa2a2ea2a50f5333202c1b1f9d8c673bd2d8b8b64ab294392a,777,holiday leave normal va,HR Support
8ce1e4286727ae626fca050a807b669620ef8f3b7fda0125eff1bc0343b51f81,778,re request configuration on side urgent re has assigned hi please assign because add policy continue work kind regards senior infrastructure engineer infrastructure upcoming holiday none,Hardware
53e58e808df784bf49975420ae250eb9b59ddabbe3104308d83c572a48271bc6,779,support mailing mailing hi guys please create mailing similar pm owners also added users add other guys available thank much,Miscellaneous
263e4d11f26ada1fff8a49550349d2ac6c6ab372fc9313a1e12428f39a1aa3aa,780,confluence user please confluence user please dear please create confluence user then give him permissions pages spaces thanks head public holiday march,Access
f52980d3fae7ce9007b9b542634c1b2384b2a3b8af1059422bf404b6ffcf128d,781,black duck users notification black duck users hi going upgrade application users ad hub version upgrade dear colleagues planning upgrade hub application version wednesday mean application accessible version user license agreement registration user license agreement appears hub must accept terms conditions hub fixed issue reported issue fixed release fixed issue whereby job runner container became disconnected running hub multi node docker swarm cluster also find more detailed information about updates mentioned please hesitate note wish notified planned works please accept invitation attached good how warm regards concerns please let best regards senior engineer,Administrative rights
fc3e5642016a0d1f430b302ae38fd7c08144564dac1714376b7b05866fde115f,784,leaver re leaver thank please update status devices assigned token kind regards administrator,HR Support
d571bdd3c34223ea1153ef1e7b0dd5b5098701208c2c2a19be8237864cf81239,785,database backup needed database backup needed hello backup database kindly assign permissions user create database backup instance accessed path backups backups find recent backup old plan periodically create backups database easier give copy latest backup kind regards senior developer blvd floor district,Access
14e9214e57603cd4a715507627c04d3357015e919d811557b8fdb5e37b00d779,786,question on share drive with team question share drive hi guys share drive folder share pictures taken trip folder write thanks regards,Storage
b20e1a8c28073df786841f808702529b67c9d6e513b5095ba87193d483d7b810,789,watch codes into pas watch codes greetings codes possible provide estimates please review let questions thanks watch virtual proof concept watch watch recognition phase products transportation id image,Internal Project
5d8b1a74cc1a83ddaa7dbfbbd2c29096807ddaa4218ff247973bc93a9a0ddcd6,791,pas access good afternoon currently cannot codes forecast against currently view please enable questions please drop cheers change control presence mob,Internal Project
404884138b819d5f9f5ae7b5bd7a6a2404faa970f56b8175a10b31b1bc7a47eb,793,new purchase po hardware retrieval re purchase po hi mistake please correction purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order make receipt item ordered how video link kind regards administrator,Purchase
e85ac1d55be0790a91f4b9d1f1d9d0f356a66e54334d521bf7fdf48387503442,794,access to joiner rights hi please help needed joiner per confluence spaces environments stag test test test test currently sitting infrastructure more secure due sensitive testers license taken care visual studio license studio taken care create user thank mobile,Access
bd195ad09cb8bf2147401a60f503d2204ff7731862c8a585f0dd8431aa6b8363,795,address reservation fixed hello reserve machine fixed purposes months least thank,Hardware
210b6d4d6911ac2c9697c693cfb1e45bc23509581473049d91f9a9a72538fe31,796,new purchase po purchase po dear purchased monitor stands black please log allocation after receive item please take consideration mandatory receipts section order make receipt item ordered how video link kind regards administrator,Purchase
19a9ba929379b5bd44294d98747d334a33310151b4477412599739db2011e6a7,797,holiday query holiday query myself colleague querying database has changed automatically days holidays entitled days less holidays which equal attached screen accrual plan balance displays periodic accrual also unsure balance calculation date shown tried changing defaults back filling weekly sheet holidays automatically entered please regards presence central quay glasgow,HR Support
775e8681c88b451fcf85339f6ceea31fb6ab6c583ccb3b5ab9063d5236d74e09,799,defective display cable defective display cable hi had defective display cable provided today best regards developer distr,Hardware
3246ac1aa7fbe6206c6b051210ea3add962dcb6abf000ea694122c397cf81723,801,contract approve error write change hello please log best regards senior engineer pm re write change hello please give exact name contract link investigate issue related given change best regards senior engineer pm re write change hi thanks experiencing problem because change approve contract referral called cannot approve he approves taking next step suggestions thanks,Miscellaneous
cf03b74ce0f596e3e6c495b8641819a0ce764645c18709a70ca6cd96f63f91e1,802,please modify sub tasks for projects please modify sub tasks hello different sub tasks issue types remain sub tasks copy agile thank best regards senior developer,Internal Project
9c3ec8495efd04bd5b2a41ca859302b151f1de3a995222d500a3892c69bfc18b,803,visual studio license key how receive visual studio license key hello got visual studio gave requires license key how obtain software future,Access
5bb70c5663a62c996a6ab8c8d205b4fe72b58eb3470cb2ac545744659130da31,804,access usage usage dear please approve usage kind specialist,Miscellaneous
1d755c379255a629b92b937f89779de83a6c095c1030c622960e5f36723efb38,805,transfer from to as of transfer hi please fill transfer form thanks kind regards,HR Support
0d6bdd1876f446e8aac48ee4595f218b6aec10406d6cf77cd5b25a33ed769dec,806,direct reports missing time re please action reports hi received has annual leave approved checked him status his leave has status complete please received action best regards wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,HR Support
c10130e3e555600b60b17e04b5f89785e593282771618da026851d80f0bac148,808,filter request filter hello please allocate change filter section locations recent shown thank,Miscellaneous
56320dff34f56de300033136dccc11b36a14dfa9c5498f8abd7c393cc1952bef,809,configuration conversation hi dear please log assign queue thanks engineer pm conversation pm task care pm pm pm done pm super merci pm,Hardware
af5ade1ec0e5879d25b9d8f845941dd4925a9d7de5deb834fac126a0cd4b00f3,810,mobile phone mobile phone hello kindly provide mobile phone setting also perhaps thanks head contracts,Hardware
84a71065b40d8efc7f8e2b14b07624be9da1f5fbe9882f504fe1ca43a4c12e5b,811,space reservation rights for and reservation rights hello please reserve rooms floor thank,HR Support
2f768071fe92630bd13ef849aa013ad74f6ebc95bf026d5f1ea24b8a8f2ee711,812,second floor access approval second floor dear please provide second floor kind regards specialist,HR Support
8c40c611341c9ccb9503fa78189468dba940b37ac82c9290ba4ade7276ed66d6,813,access travel invoices po missing po hello kindly asking write po please let additional information required side kind regards leader ext st emergency number,Purchase
2ea67dabd364768df14ac62b1a809c88641a98922ec868783c0605b29bf26a24,814,new purchase po purchase po dear purchased basic series please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Purchase
6e29cc8d73635ddc63c754cb2b9d6c7c99e759af2a32137fc38365c6031412de,815,new pas name change for ops name change hi teams please name change regulatory change thank programme officer,Miscellaneous
3e124cb802757d217feeb4ea461b94b881b85412f85ae927028c2718266cdbf0,816,license service now license hi dear please provide two licenses questions please let thanks,Access
92aff938502c37a9b6db744c36d6f66512de58c41d365f437d6726ee34bda6dd,817,new server hi please allow subcontractors thanks hi created users port logo engineer nab kiev ukraine,Access
41e61efea9f5a10edd174881336c363a48b38fca8cb694cf03facc2e15a2217a,818,access hi kindly ask give accounts payable thank,HR Support
03c74ea52aaaf66a22d2fb7b327567900d70b71939dffa1cd2399227ac56e0e4,819,new purchase po purchase po dear purchased lite has updated device under user name please log allocation after item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Purchase
9624a909d8b2efe5255f75d0e7614a5e5afeb0456ca97e953dfbd167cbb06596,820,new purchase po purchase po dear purchased keyboard please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Purchase
8ac8b34e4e3e74c0973d2890d21fe407bc7e6418f8a8206764dd070030a9896c,822,new purchase po purchase po dear purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order make receipt item ordered how video link kind regards administrator,Purchase
3059e18c83b9ddbaa704257038172556cb0dc12c5912b0293c27172fb6677506,823,password reset hi guys please users back passwords thanks senior engineer hi passwords due expire next few days please passwords thank kind regards fax unit industrial centre cambridge please consider environment communication print views expressed individual except where specifically stated view subsidiaries addressed customers opinions advice contained subject relevant terms reserves right monitor communications networks notice intended solely named recipient contain privileged confidential information intended please notify immediately destroy must copy distribute take action reliance upon whilst efforts made safeguard cannot attachments virus free compatible accept liability respect viruses computer problems experienced important card details by,Access
d23bc32b4266c6461f84482c2b5bce211e70ea54a0d7d12017526fcfd2d3f216,826,support com information hi please identify owner let story required problem has form running regards,Miscellaneous
78012ebbf58d6018411453bb8113b74b0b7ff67a0593594d3cf02a975b7e0679,827,please update the testing please update hello please make testing contains two thanks senior tester,HR Support
db1a8d79496a81a0f84607433ae5e8ee52ab2790cd77f8c6c6b456c2b5878e05,829,to hi please include thank officer floor blvd district,HR Support
d624774c261df95f71453f558c127657633d0eda37b8d4be5628610a990a5952,830,cont hello also please help thank,HR Support
c3ace59e2059ff8cf76b93f961e51fd41efa3807f3d7e950fc789ea0e2e187db,831,request access to hello also please help regards,HR Support
b7f4f5b02278fa7a1ce2f6f8c1a13aa148caf049d43c6b0a9345c3ef9dcbd50a,832,opportunity code pas for tools opportunity code tools hi add known pipeline please help create opportunity code opportunity opportunity link also add unknown pipeline same client thanks kind regards programme portfolio officer,Internal Project
59e2206f640fb35fe9183a2d399e5d9fc1da796183c8a6dfb653efb2a285e96f,833,please provide access to tech radar please provide tech radar dear please help radar colleagues thanks senior test lead,HR Support
78264805c39c5b0fc19435c0324bfd24b59613e48b2660a2d363c7591bbd7e3e,835,special invitation to join the amsterdam special invitation join amsterdam dear keep getting please how got haven subscribed these updates anywhere thanks special invitation join amsterdam dear wondering had out event interested taking active role speaking chairing exhibiting etc more information please out event extended discount offer discount package come serve basis available upon please let which package interested discount code tailor package specifically requirements well forward hear regards friday pm special invitation join amsterdam dear events invite edition popular unleashing which take march rode hoed amsterdam goal two event bring together cross industry leaders share information latest trends strategies relating creating ecosystem within organization well key trends discuss success stories areas strategy product come practical ideas how excel engine within organization speaker include rebels lead director platform ventures senior director den vertical front vice president content information european commission adviser director strategy head front director product director venturing vice president excellence head commercial director chief officer save children head senior hague professor networks more information view event points discussion strategic disruptive how strategic partnerships building knowledgeable trustworthy personalized experience customers employees fostering communication incentives how more effectively better communication motivation innovative economies micro sharing economies booming providing openness flexibility humanized experience consumers ever evolving finding opportunities advancement augmented reality artificial autonomous vehicles challenges opportunities within organization corporate redefining values ethics characteristics goals competency models honored board available sponsorship packages vendor pass coffee breaks lunch networking drinks documentation package presentations which approved shared audience speaking package minute keynote presentation session attendee corporate logo event documentation social representatives speaker join event coffee breaks lunch networking drinks documentation package presentations which approved shared audience chairing package representative chair event days attendee corporate logo event documentation social representatives join event documentation package presentations which approved shared audience exhibition package dedicated exhibitor event attendee corporate logo event documentation social representatives join event coffee breaks lunch networking drinks documentation package presentations which approved shared audience face face meetings face face meetings pre selected key decision makers attendee corporate logo event documentation social representatives join event coffee breaks lunch networking drinks documentation package presentations which approved shared audience evening drinks sponsorship minute presentation drinks attendee corporate logo event documentation social representatives speaker join event coffee breaks lunch networking drinks documentation package presentations which approved shared audience dinner sponsorship minute presentation dinner pre selected key decision makers attendee corporate logo event documentation social representatives speaker join event sign enjoy discount valid until come serve basis available upon also suggestion introduced best combined packages discount which increase visibility speaking chairing price speaking exhibition price chairing exhibition price speaking face face price speaking face face exhibition price ensure slot please let package interested special discount code steps please let questions assistance forward hearing kind regards video description description description description description description description description description description description description description description description description description description description description description description description description description content uploads march sincere apologies found invitation disturbing thing want bother unduly valuable client therefore interested receiving more related unleashing please let by answering opt out,Hardware
ca7dac8addc130a3b4a36c1a4a52f149e3866c023dc223f6d3ac552113a60496,836,cc and expenditure types guide expenditure types guide hi please find attached latest expenditure types guide best regards,Hardware
31e0bc5ad220e242cba8ab5b0240026c770c9b56af1980a8b95cb4b3d803510e,838,new purchase po purchase po has assigned hi guys please split separate tickets assign que best regards engineer nature ext nature date wednesday purchase po has assigned hello please advised record number has assigned please review details take appropriate action reference number details requested location center summary purchase po additional comments requirements purchase po dear purchased received items lite dual black updated include device under user name please add allocation device thanks after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator assign reference assignment summary purchase po location center attachments image please link kind regards please ref msg,Purchase
d531a1c551e945cfdfaa63b4c523c80c5e9c75a620e3a04c5740527c6f673336,839,changing career changes has assigned hi guys forward relevant please regarding changing best regards analyst friday pm re changes has assigned hi noticed two ladies under please let thanks tuesday re changes has assigned hi coaches were changed according effective date please feel free further assistance best regards analyst tuesday pm changes has assigned hello please advised record number has assigned please review details take appropriate action reference number details requested location center summary changes additional comments requirements changes dear kindly ask update follows myself add myself add thanks officer assign reference assignment summary changes location center attachments image please link kind regards please ref msg,Miscellaneous
199aa8b8bd24eeecc63a54f2f4b57f2cf614821c69cb9e12cc0932da581f18af,840,expense mileage report expense mileage report hi add existing report create expense report mileage claimed far table contains mileage person cum mileage table shows cumulative mileage has entered far needs linked name hi kind enough cheers,Miscellaneous
87cc9a76ac41fb52bd5dc203efe22a356dc92f8e295f3804195f8a769e39d6b5,841,account access hi please create give write repository give confluence thank best regards,Access
a7cf18de7ec80a5ed92f647a07b76f9fd29a17a9df49277b91ee4e2184ad382e,842,list to receive outside receive hi please receive nap nap nap testing example tried morning nap nap got error thanks regards,Miscellaneous
66e088ac7dd669f1911316d02e125a14e53d12d20d199d8d8abb5372f1605cd2,843,visual studio professional subscription visual studio professional subscription hi trial has expired please provide visual studio professional subscription consultant,Access
2ebb183e988aed5110cea1e451a09ba9dc17ba3e03a91c507ecf8c77874b09f6,845,new laptop care ca la care loc floor va best regards tester,Hardware
cc044b6a32e45cc342cc7119695b567eeb9d341f52a91ec5f9c724b44afe4dac,846,ad users for testing internal application testing automatic testing remove accounts re ad users testing application testing automatic testing hello accounts removed thank,Access
a678b9f218879ecfcc0715021f2fb3487855aa3d8302c56b08fa53b8331b7cb5,847,unable to access teams unable teams hello please error getting attempting teams guys added think give successfully please treat bigger priority since re having meeting today part till then best regards engineer,Hardware
8143be8b14cfb4e5cdba27a1773b9a79fe625ae5d9a8499621fa86a4b608f075,848,new monitor keyboard and mouse monitor keyboard mouse hello changed location tower please assign provide monitor keyboard mouse mine broken thank kind regards engineer,Hardware
c85f0d4c0cc9b08d18d60021469ef55dcffc3d0f75216f4697bf61ac51ab84f3,849,change unit change unit hi kindly change accordingly per kindly issue kind regards functional analyst change unit dear please change unit thank much best regards,Miscellaneous
987e2f4fd39e51346bbdc212e83922dbba69f7f0112ec9f872d6b4e9edc3e87a,850,is not team she change her role to re has assigned hi dear please assign these changes also done questions please let thanks engineer,Miscellaneous
2f034137d8de92d6a9c020e4b4f2dd76877f4f02bc73567388d998f13ff63522,851,admin rights on en machine rights machine hi currently working machine rights order install eclipse idea please these rights user thank,Access
f7071e705459f1b93b8ca212c0a0817357758f42b2b64310b27f1bdb42db5235,852,th floor access floor hi please floor colleague he joined today thank officer,HR Support
b1cc229df293242566d6099ac93943b5aa6699562f63b1f5a4f8c2d84bb1d0ea,853,add to all staff added back dear added back thank testing discipline lead,Miscellaneous
39707fdcff2d5620ab0fcbfe3f8ea0a5af37e8cc5f3535c417cc7772d84bba04,854,oracle report access report dear please dear colleagues please help fixed assets transactions report thanks regards phone re report hello please too backup thanks report hello kindly asking report entity well possible please report today thank ledger accountant please refer section entities,HR Support
7db1d512b1658694a38ccdaa537299ecc91f7935097039d0bbe104bc483ba23f,855,list of all people managers re hi moment create taken please log help report coordinator pm hello centralized way together two possible ways teams help maybe ad pull out containing other listed reports added hold information purpose communication which aimed thank best regards leader,Miscellaneous
18ba84d92d2391830d140f690e08366eb9bdeee851b3fdac97c0ef5c2d95917d,856,oracle rights needed rights needed dear please help dear colleagues please help providing manage advances policies moment units thanks lead,HR Support
d4931fe358e4c13738060c99dcde8cab9af38f9ecf065e3b857c330e3e2fa421,858,card access to building card building good morning card working underground parking entries building please thank,Access
7c3a8ef6af08e35452a12ffb28ace0cdb53ea30d90ec6d85d68d9de33096797a,859,opportunity to be opened pas opportunity opened hi opportunity created please help creating opportunity id kind regards floor blvd district,Internal Project
d0cf56f8eaef77bfd9f89a5d7574b4f53b1f00b9a9fcce3db230c7bb3475fa4b,860,cloud infrastructure list infrastructure please add he part reports kind regards planning officer infrastructure upcoming holiday friday february please consider environment print,Miscellaneous
6b1d075438da3f26ce72d539b401baab42f891fb775db9bdaca64ff5d8666d5c,863,logged new recurrent task snow re logged recurrent task snow hi regarding please recurrent task snow operational summary restart description reboot task trigger every thank did please thank best regards monitoring engineer,Miscellaneous
4bba1eae7d44ff78c9e6dc9977ad7ff433645316fc6ed6d4a9b1468773bab64b,864,license request license dear colleagues license installation tool needed activity currently allocated confirmation please refer thank help best regards,Access
b1c8f4779330ddf07221f8c647da1b1b412b911280728b2edd44c229dea81341,865,account change change hello please log assign regards senior engineer friday pm change hello contract has raised contract id think change instead because old which exist anymore thank officer ext blvd,Miscellaneous
70c47fe65205a470f275c2b9089fe275f43dc7b4ac158fcab4e9bb0c591571d4,866,access to applications for interns bod interns hello dear please add planner specially confluence users calderon calderon puerto puerto thank lead,HR Support
199e53ca4a1954c6bdb3d7ff886e0554e29f06f6bf73e03d518cb83e89c3856a,867,remove akin from the hi under please him core thanks officer,HR Support
02e1ef18a65b6b9c4881fa56d8de9fdd8e6667cd6086ad687beb6cdb964bef77,868,need assistance with the switch configuration re assistance switch configuration hello two ports switch floor configured ports connect device ports other connect presentations please log assign please let require additional details thank engineer ext,Hardware
330c2f99d19174a726ff25487559d8bc0f5c95968c66efc9a43322b3dd7a0f4f,869,need access to following links links hi assuming duties links release upcoming ones these split other subsequent pages reason links pages exist please advise how overcome thanks north,Hardware
5449b566843c68c2c30ed0d977890593ab2fa41794aaaac23d62861f3375d897,870,provide access to addition report re addition report has assigned queue hi please rise assign thank best regards engineer,HR Support
7499e6d7d33e474f90b4c320097a6b8bf0d64f8af2fcf208081ec088b85235fa,871,the re license expiration hi got installed thanks again please help getting old thanks again date friday license expiration hello everyone reported after receiving client installed locally machines license expired today currently deploying amp replacement meanwhile assets continue protected by difference download install updates device owner please follow instructions by past few days how install amp location require further information assistance please kind regards id image ext,Access
326f2112d45b6c7e6469f34151817920c8540e2674da486b1cc743f62810bdd9,872,delivery manager hi add thanks head,Miscellaneous
298cf64155d08d6f6273a50cc0d8ee438f156c8b41cd66ac20dbf50241291d9f,873,new delivery hello received items lite id please advise please log thank engineer,Purchase
cb0599f31a38bc06f4fdca9b7d50e763c9f46a5a528d513009e7ec104356cec9,874,project end date date hi please extend date till log against seems out date prompt help highly needed thanks officer,HR Support
6007f57c0bd8ae8a5d6caf4be38e13915437ef4dc35004f291876534eda2ef4b,875,send me the instructions for users regarding the deployment of amp re license expiration hi please instructions users regarding amp did receive information about replacement link accessible thanks lot accounts receivable accountant id image date friday license expiration hello everyone reported after receiving client installed locally machines license expired today currently deploying amp replacement meanwhile assets continue protected by difference download install updates device owner please follow instructions by past few days how install amp location require further information assistance please kind regards id image ext,Access
06c7392ada3d1827c0ec550e3c94bfee6196df2c86c6e304bf1a8a479d6e404d,876,remove users from groups december roll offs hi kind help mentioned groups mentioned ct comments column thank officer re december roll offs hi please find comments december roll offs groups enumerated ct comments column touch help name left ct comments nap write nap nap nap final interviews dispatch write write nap write nap discipline leads nap write write write nap think these also related release write write nap pm nap nap nap nap nap nap leaver disabled groups leaver disabled groups active groups active groups leaver disabled groups regards wednesday pm re december roll offs hi these left december colleague mentioned kindly include mailbox future requests report separately name left thank officer december roll offs hi please help rolled off accounts december memberships related ad groups has removed kind regards,Miscellaneous
72f7e5ea19c85af754cb29db8d1d4b4983dea09661f48300a37cdcb2ec45fb7f,877,timecard error hi please note error means haven added code public holiday st total after delete card error create again submit please help his error card thank hello error commencing please assist resolving recorded thanks interim tax,HR Support
1496400ee70985b2dbb1b7327084266a2356decb3ffc99887a12e88e26a55882,879,license license hello requested thru application seems which provided paid license result course interested sense help issue much appreciated,Access
dc5ec11f91b00324b7eb8a1263dfd25b11b89158792ed8c621a04c5f6ca52a81,880,mailbox is full mailbox hello please assist receive anymore thank sp tar shared officer ext st emergency number mailbox importance high mailbox mb mb size maximum size mailbox messages please reduce mailbox size delete items mailbox empty deleted items folder,Storage
9a2d11e365cfca9165c7ff811e49d57cc870dc8d9b568366c097ea97f7a793ff,881,oracle error error hello enter error holiday whole public holiday entered automatically annual leave find thank best regards software developer,HR Support
f0ba7866c2ccf9f803f457ae678de995c53b788e22b3d45e98fda24d92b90975,882,survey results imported into the dashboard monitoring survey results imported dashboard monitoring hello rolling out quarterly surveys monitor results correctly imported survey gizmo tool dashboard please note survey campaign roughly kindly monitoring assign accordingly require further information assistance side let thank care,Hardware
8ef3b149aff1bf788c0e4e8f034d67573b41cd85873dd833bda0dd54d652105b,883,password reset for hello received expire order work remotely client site tomorrow order also stopped working over weekend stating software update attached error receive best regards,Access
c55e004a437fd010215702b48d29a848f8cb42c74782f2d698510a77a08ef19a,884,new starter belgrade february hello please find attached hire thank regards administrator,HR Support
43ae1397b98baea6ed2238d5793642041b6d81acd66be6f73b8967a6f3845b4d,886,card access for secure room card secure room hello joiner her card secure room please enable her card thanks senior analyst,Access
