record_id,source_row,Document,actual_class,predicted_class,confidence
83431e80164fb86ae782c35b9e7f9cfdfbbe4ab2e6579d60b9e99794af14375e,41126,unable to approve annual leave request sent friday re unable approve annual leave request hi wrote below can approve requests done because following error when try approve request got following error can you clear previous change requests can create one senior consultant sent wednesday re unable approve annual leave request hi please note order for change go flow take effect current initiator should also be approves can go for approval can you please check make above completed thank you lead sent wednesday re unable approve annual leave request hi any about issues below our receive annual leave requests for approval because can make him senior consultant sent monday re unable approve annual leave request hi adding advise regarding errors thank you lead sent monday re unable approve annual leave request hi have submit requests for change those tasks were assigned probably because was when these requests where created can submit another change request because error also can approve change requests because these errors when try approve request got following error can you clear previous change requests can create one senior consultant sent monday re unable approve annual leave request please try again submitting request for change thank you sent monday re unable approve annual leave request hello made request his line manager role be transferred understand request yet valid could you please help thank you best regards manager sent monday re unable approve annual leave request hello recently approved request should be flow waiting for approval thank you sent monday unable approve annual leave request hello like let you know made request for annual holidays however visible manager approve her request could you please advise adjust can approve her annual leave request thank you best manager out,HR Support,Miscellaneous,0.8534289039881219
5bed59382626fcdda0472678d1b4e618a77d1b5c26ca576038cdbde75dbc6e09,13892,replacement laptop lost his please provide him replacement advised user,Hardware,Access,0.8532417115817139
fd8c208633efd2dc802215d716ec8876fb11e96494214175d91da05691d05591,12509,audit access cards july pm re available available care se va care ca ca available si available date va available july available va ne care la ca va analyst ext hub,Access,Hardware,0.8523049542601993
6629313083989090a124d01aeeda73a616f06b4e5b78b095693e6ca98daceb1b,44608,virtual machine setup sent friday virtual machine hello tried install laptop using but get error vt disabled there with error attached can you please help changing bios settings thank you,HR Support,Hardware,0.8508201029566251
755141ed7329db4895e75215a4ff3b7313950f05542272abbd3d7fc32e2e1a8f,45410,open authentication failure sent tuesday december remote access request hi can you please remote access via laptop following for git confluence already have installed but cannot connect get following error dec received control message failed have given access yet sick leave but would like continue work for currently assigned including manager thank you developer,Access,Hardware,0.8503607417085142
a95bcd5c42cfcbdff49211350f16ea10d8c6bea914520d12665e09c69eb3a12a,38670,issues with mouse issues with mouse hi encounter some issues with mouse master mouse loses connection pc can you help warranty still valid thank you,Administrative rights,Hardware,0.8503558382637778
a8050615f5b5ccdc51fb627871ebeb6941a9c5da35cc9a472fd081b39d217238,5191,password reset pm conversation saved folder pm merci saved conversation conversations tab conversation history folder pm pm ca pm urgent pm chat si pm user pm pm user fie merci pm drag pm merci ii ii si confluence ca si ii la pm mod face cum care pm pot face pm eventual care pm si tie merci pm merci,Hardware,Access,0.850076725931859
0698891b4c131071c7f76f62021f01cce63424bc4e712543d95ca68002faca86,22742,sub account request for information pm sub please red bellow proceed best regards pm re sub hi advised related excluding ones regarding redirected advise help users also inform thank administrator friday pm re sub hello progress thank friday december sub dear colleagues create sub which by add consolidated billing existing purpose define method card order avoid personal card same existing more formal step since charges performed possible make approach bring benefits clean separation resources per centralized usage per won impact ability work joint opportunity benefit combined usage discounts etc thank best regards,Hardware,Access,0.8491989939607644
c097fa4d0b17a66d142ee009eff591e5360b82cc1777b168a89ee9e2d0fbf511,34480,error time card error card dear please regulate card for she started th card she populated was middle week however card was rejected could you please tis issue or provide instruction how proceed kind regards specialist,Access,HR Support,0.8489460583595179
6b50402f734e9d4a0094328e7c930f76f2a28e4652d501c1f3b64d52213c319a,5485,mobile phone replacement tickets hi today tomorrow which unusual assignment reported two issues directly helping out has return requesting appropriate tickets raised keeps running out drive despite consciously store drive mobile phone work plugged making mobile phone more than take phones mobile reasonably reliable preference regarding brand os thanks kind regards,Purchase,Hardware,0.8472281310711105
